Time (s),Reconfigurable Path,Generic Path
664,1010.2473992712902,14.052981531185035
665,2227.1779076385696,25.670751913593676
666,3640.655065736681,14.551466774926357
667,3683.752688372183,7.444965345938133
668,4252.338687565253,12.588132175427074
669,4192.28613148745,12.535488673124332
670,3451.76964937816,11.713803245845826
671,6411.961839267738,20.195011716601034
672,5129.693033062186,11.03326809763292
673,6319.0091422475225,4.647166048604178
674,5078.685987982604,3.8066599212578907
675,4810.727685495204,1.4503112018804447
676,6432.3658925649825,2.5151890785966984
677,6239.320342880286,3.438877275529552
678,6208.898824184137,2.49057205893732
679,6052.891477066768,6.1337835369874405
680,5682.574436840491,3.0309198545147567
681,5407.659698608221,9.04259070978403
682,4492.537664496987,8.785594074821043
683,3931.773348817973,13.923694534014796
684,2666.6502351426434,8.973996992830356
685,2730.749129905464,5.260931853201573
686,3515.8865596272735,7.075766611081373
687,6496.819715889167,7.840163535523226
688,11330.65856733006,9.94768653491466
689,17807.56287071522,7.974276762088113
690,18718.492832438616,9.056294833670275
691,12540.78433964135,14.326952388819123
692,13787.14173808696,7.218480761655972
693,17352.335183740557,11.255320421731057
694,13754.062278425969,23.746160383623888
695,9763.283402970736,29.357577824765183
696,7636.839422671525,56.15886945240689
697,5469.214683793172,34.17072938987998
698,11891.250926299166,56.84837969009965
699,7493.39406729877,56.866557607769934
700,11415.722520317766,112.66390006582832
701,11274.084580881528,192.1936138263546
702,13903.920438046975,360.03413706756805
703,13633.62784622149,326.1894217843001
704,14477.998823708434,483.20360203014843
705,19849.5405395466,726.1849971115685
706,18562.406690100048,580.0281908024697
707,22573.88447403706,511.4066789194468
708,18683.581946513434,725.6154462191722
709,13000.4936765277,567.3818643457861
710,7260.930397249872,578.4131556038845
711,9748.333396067328,819.2291030197861
712,9411.899208430048,729.5168854631697
713,11739.87423688487,1146.2311399995745
714,14584.571112841903,704.349211553069
715,11896.157458689031,498.91864414230554
716,12729.115922114219,644.519050780646
717,13042.632832403224,515.2341211068441
718,16922.461659687262,739.777799623143
719,15067.326176086706,796.0177774244547
720,12481.731506263812,788.0876693718149
721,11691.001552761723,728.4110099385671
